PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,LOCID
10000047,10001143,PSSFDOPTDIS,1,A1
10000055,10000055,AB12,1,AB
10000055,10000055,AB18,1,CL
10000055,10000055,AB20,1,CL
10000055,10000055,AB21,1,AB
10000055,10000055,AB28,1,AB
10000055,10000055,AB29,1,AB
10000055,10000055,AB33,1,AB
10000055,10000055,AB34,1,CL
10000055,10000055,AB35,1,AB
10000080,10000080,BAMB2014,1,CF
10000080,10000080,BAMB2015,1,CF
10000080,10000080,BMUSPMP2014,1,CF
10000080,10000080,BMUSPMP2015,1,CF
10000093,10000093,001042A,1,H5
10000093,10000093,001043A,1,H5
10000093,10000093,001746A,1,H5
10000093,10000093,001877A,1,H5
10000093,10000093,001878A,1,H5
10000093,10000093,002640A,1,H5
10000093,10000093,002641A,1,H5
10000093,10000093,002642A,1,H5
10000163,10000163,MCCF-B320,1,AE
10000216,10000216,177650,1,AN
10000216,10000216,532986,1,AN
10000248,10000248,3YA,1,AN
10000248,10000248,3YA,1,AS
10000248,10000248,SMTT,1,AS
10000256,10007155,C1582AL,2,AL
10000256,10007155,C2200P,2,AL
10000275,10000275,AB5319,1,AM
10000275,10000275,HANI1L5FDAM,1,AM
10000291,10000291,K00001,1,AA
10000291,10000291,K00001,1,CC
10000291,10000291,K00004,1,CC
10000291,10000291,K00005,1,CC
10000291,10000291,K00006,1,CC
10000291,10000291,K00007,1,CC
10000291,10000291,K00008,1,CC
10000291,10000291,K00009,1,CC
10000291,10000291,K00010,1,CC
10000291,10000291,K00011,1,CC
10000291,10000291,K00012,1,CC
10000291,10000291,K00014,1,CC
10000291,10000291,K00015,1,CC
10000291,10000291,K00016,1,CC
10000291,10000291,K00018,1,CC
10000291,10000291,K00019,1,CC
10000291,10000291,K00020,1,CC
10000291,10000291,K00023,1,CC
10000291,10000291,K00024,1,CC
10000291,10000291,K00025,1,CC
10000291,10000291,K00026,1,CC
10000291,10000291,K00027,1,CC
10000291,10000291,K00028,1,CC
10000291,10000291,K00029,1,CC
10000291,10000291,K00030,1,CC
10000291,10000291,K00031,1,CC
10000291,10000291,K00032,1,CC
10000291,10000291,K00033,1,CC
10000291,10000291,K00034,1,CC
10000291,10000291,K00035,1,SS
10000291,10000291,K00037,1,99
10000291,10000291,K00038,1,GG
10000291,10000291,K00039,1,99
10000291,10000291,K00040,1,CC
10000291,10000291,K00041,1,CC
10000291,10000291,K00042,1,CC
10000291,10000291,K00044,1,LL
10000291,10000291,K00045,1,CC
10000291,10000291,K00048,1,CC
10000291,10000291,K00050,1,CC
10000291,10000291,K00051,1,GG
10000291,10000291,K00052,1,GG
10000291,10000291,K00053,1,GG
10000291,10000291,K00054,1,GG
10000291,10000291,K00055,1,GG
10000291,10000291,K00056,1,CC
10000291,10000291,K00065,1,AA
10000291,10000291,K00066,1,CC
10000291,10000291,K00079,1,AA
10000291,10000291,K00082,1,55
10000291,10000291,K00082,1,AA
10000291,10000291,K00082,1,CC
10000291,10000291,K00083,1,GG
10000291,10000291,K00087,1,AA
10000291,10000291,K00092,1,AA
10000291,10000291,K00095,1,AA
10000291,10000291,K00096,1,GG
10000291,10000291,K00098,1,CC
10000291,10000291,K00099,1,AA
10000291,10000291,K00100,1,AA
10000291,10000291,K00101,1,CC
10000291,10000291,K00102,1,AA
10000291,10000291,K00103,1,AA
10000291,10000291,K00104,1,CC
10000291,10000291,K00105,1,AA
10000291,10000291,K00106,1,AA
10000291,10000291,K00107,1,CC
10000291,10000291,K00108,1,AA
10000291,10000291,K00108,1,CC
10000291,10000291,K00109,1,AA
10000291,10000291,K00109,1,CC
10000291,10000291,K00110,1,UU
10000291,10000291,K00111,1,AA
10000291,10000291,K00114,1,CC
10000291,10000291,K00116,1,CC
10000291,10000291,K00117,1,AA
10000291,10000291,K00118,1,AA
10000291,10000291,K00119,1,AA
10000291,10000291,K00119,1,CC
10000291,10000291,K00120,1,AA
10000291,10000291,K00121,1,CC
10000291,10000291,K00122,1,AA
10000291,10000291,K00123,1,CC
10000291,10000291,K00125,1,CC
10000291,10000291,K00126,1,AA
10000291,10000291,K00126,1,CC
10000291,10000291,K00127,1,AA
10000291,10000291,K00128,1,CC
10000291,10000291,K00130,1,AA
10000291,10000291,K00132,1,CC
10000291,10000291,K00133,1,CC
10000291,10000291,K00134,1,AA
10000291,10000291,K00136,1,AA
10000291,10000291,K00136,1,CC
10000291,10000291,K00137,2,AA
10000291,10000291,K00137,2,CC
10000291,10000291,K00138,1,AA
10000291,10000291,K00139,1,CC
10000291,10000291,K00140,1,AA
10000291,10000291,K00141,1,AA
10000291,10000291,K00142,1,AA
10000291,10000291,K00143,1,AA
10000291,10000291,K00144,1,AA
10000291,10000291,K00145,1,AA
10000291,10000291,K00146,1,AA
10000291,10000291,K00147,1,AA
10000291,10000291,K00149,1,99
10000291,10000291,K00152,1,CC
10000291,10000291,K00153,1,CC
10000291,10000291,K00154,1,99
10000291,10000291,K00155,2,99
10000291,10000291,K00156,1,99
10000291,10000291,K00157,1,CC
10000291,10000291,K00158,1,CC
10000291,10000291,K00160,1,CC
10000291,10000291,K00161,1,CC
10000291,10000291,K00162,1,AA
10000291,10000291,K00163,1,CC
10000291,10000291,K00164,1,LL
10000291,10000291,K00166,1,99
10000291,10000291,K00167,1,LL
10000291,10000291,K00169,1,AA
10000291,10000291,K00169,1,CC
10000291,10000291,K00170,1,CC
10000291,10000291,K00174,1,99
10000291,10000291,K00176,1,CC
10000291,10000291,K00179,1,CC
10000291,10000291,K00185,1,99
10000291,10000291,K00187,2,SS
10000291,10000291,K00188,1,CC
10000291,10000291,K00189,1,CC
10000291,10000291,K00190,1,CC
10000291,10000291,K00191,1,CC
10000291,10000291,K00192,1,CC
10000291,10000291,K00193,1,CC
10000291,10000291,K00194,1,CC
10000291,10000291,K00195,1,CC
10000291,10000291,K00196,1,CC
10000291,10000291,K00199,1,SS
10000291,10000291,K00200,1,CC
10000291,10000291,K00201,1,CC
10000291,10000291,K00202,1,CC
10000291,10000291,K00203,2,LL
10000291,10000291,K00205,2,SS
10000291,10000291,K00209,1,LL
10000291,10000291,K00210,2,AA
10000291,10000291,K00211,1,AA
10000291,10000291,K00212,1,CC
10000291,10000291,K00213,1,AA
10000291,10000291,K00214,1,CC
10000291,10000291,K00215,1,LL
10000291,10000291,K00217,1,CC
10000291,10000291,K00218,1,CC
10000291,10000291,K00219,1,AA
10000291,10000291,K00221,1,AA
10000291,10000291,K00222,1,AA
10000291,10000291,K00224,1,CC
10000291,10000291,K00226,1,GG
10000291,10000291,K00227,1,GG
10000291,10000291,K00228,1,AA
10000291,10000291,K00229,1,GG
10000291,10000291,K00230,1,GG
10000291,10000291,K00231,1,GG
10000291,10000291,K00232,1,GG
10000291,10000291,K00233,1,GG
10000291,10000291,K00234,1,GG
10000291,10000291,K00235,1,GG
10000291,10000291,K00236,1,99
10000291,10000291,K00237,1,GG
10000291,10000291,K00238,1,GG
10000291,10000291,K00242,1,99
10000291,10000291,K00244,1,99
10000291,10000291,K00246,1,CC
10000291,10000291,K00249,1,CC
10000291,10000291,K00250,1,99
10000291,10000291,K00256,1,LL
10000291,10000291,K00258,1,99
10000291,10000291,K00259,1,99
10000291,10000291,K00260,1,99
10000291,10000291,K00267,1,LL
10000291,10000291,K00268,1,LL
10000291,10000291,K00277,2,AA
10000291,10000291,K00278,2,AA
10000291,10000291,K00283,2,AA
10000291,10000291,K00286,2,99
10000291,10000291,K00289,2,AA
10000291,10000291,K00290,1,CC
10000291,10000291,K00291,1,AA
10000291,10000291,K00292,1,AA
10000291,10000291,K00293,1,99
10000291,10000291,K00295,1,AA
10000291,10000291,K00298,1,CC
10000291,10000291,K00299,1,CC
10000291,10000291,K00300,1,AA
10000291,10000291,K00300,1,CC
10000291,10000291,K00306,1,CC
10000291,10000291,K00309,1,CC
10000291,10000291,K00310,1,99
10000291,10000291,K00311,2,AA
10000291,10000291,K00312,1,CC
10000291,10000291,K00314,1,CC
10000291,10000291,K00316,1,AA
10000291,10000291,K00320,1,CC
10000291,10000291,K00322,2,AA
10000291,10000291,K00323,1,AA
10000291,10000291,K00324,1,AA
10000291,10000291,K00326,1,AA
10000291,10000291,K00327,1,AA
10000291,10000291,K00328,1,99
10000291,10000291,K00329,1,AA
10000291,10000291,K00330,1,AA
10000291,10000291,K00331,1,CC
10000291,10000291,K00333,2,AA
10000291,10000291,K00334,2,55
10000291,10000291,K00335,2,AA
10000291,10000291,K00336,1,CC
10000291,10000291,K00338,2,RR
10000291,10000291,K00340,2,99
10000291,10000291,K00341,2,99
10000291,10000291,K00347,2,CC
10000291,10000291,K00352,2,99
10000291,10000291,K00353,2,99
10000291,10000291,K00354,2,99
10000291,10000291,K00355,2,99
10000291,10000291,K00356,2,99
10000291,10000291,K00361,2,99
10000291,10000291,K00363,2,99
10000291,10000291,K00365,2,LL
10000291,10000291,K00366,2,99
10000291,10000291,K00367,1,AA
10000291,10000291,K00368,1,AA
10000291,10000291,K00369,2,LL
10000291,10000291,K00370,2,LL
10000291,10000291,K00371,1,AA
10000291,10000291,K00372,1,AA
10000291,10000291,K00372,1,CC
10000291,10000291,K00373,2,LL
10000291,10000291,K00374,1,CC
10000291,10000291,K00375,2,99
10000291,10000291,K00376,1,AA
10000291,10000291,K00376,1,CC
10000291,10000291,K00377,2,AA
10000291,10000291,K00377,2,CC
10000291,10000291,K00378,1,GG
10000291,10000291,K00442,1,99
10000381,10000381,BAAct,1,A1
10000381,10000381,BAMT,1,A1
10000385,10000385,BAACT,1,AB
10000385,10000385,BAADH,1,AB
10000385,10000385,BAAEP,1,AB
10000385,10000385,BAANP,1,AB
10000385,10000385,BAARC,1,AB
10000385,10000385,BACPH,1,AB
10000385,10000385,BACRW,1,AB
10000385,10000385,BACSS,1,AB
10000385,10000385,BADAN,1,AB
10000385,10000385,BADRA,1,AB
10000385,10000385,BAFAR,1,AB
10000385,10000385,BAFCO,1,AB
10000385,10000385,BAFLP,1,AB
10000385,10000385,BAFSC,1,AB
10000385,10000385,BAGDS,1,AB
10000385,10000385,BAIAD,1,AB
10000385,10000385,BAILL,1,AB
10000385,10000385,BAMDM,1,AB
10000385,10000385,BAMMP,1,AB
10000385,10000385,BAPHO,1,AB
10000385,10000385,BATXT,1,AB
10000385,10000385,BAVCO,1,AB
10000385,10000385,BAVFX,1,AB
10000409,10000409,BA-EC-HE-18,2,01
10000409,10000409,BA-ED-HE-18,2,01
10000409,10000409,FD-EC-HE-18,2,01
10000409,10000409,FD-ED-HE-18,2,01
10000409,10000409,FH-HS-HE-18,1,01
10000415,10000415,BSAS3F,1,YC
10000415,10000415,BSCAGF,1,YC
10000415,10000415,BSCAGF,2,YC
10000415,10000415,BSCESF,1,YC
10000415,10000415,BSCESF,2,YC
10000415,10000415,BSCHOF,1,YC
10000415,10000415,BSCHOF,2,YC
10000415,10000415,DCACCP,2,YC
10000415,10000415,DFACCF,1,YC
10000415,10000415,DFALMF,1,YC
10000415,10000415,DFALMF,2,YC
10000415,10000415,DFAMXF,1,YC
10000415,10000415,DFAMXF,2,YC
10000415,10000415,DFARBF,1,YC
10000415,10000415,DFARBF,2,YC
10000415,10000415,DFCFBF,1,YC
10000415,10000415,DFCFBF,2,YC
10000415,10000415,DFCMXF,1,YC
10000415,10000415,DFEBMP,2,YC
10000415,10000415,DFENTF,1,YC
10000415,10000415,DFESCF,1,YC
10000415,10000415,DFESCP,2,YC
10000415,10000415,DFHORF,1,YC
10000415,10000415,DFHORF,2,YC
10000415,10000415,DFSAOF,1,YC
10000415,10000415,DFSAOP,2,YC
10000415,10000415,DFSSCF,1,YC
10000415,10000415,DFSSCP,2,YC
10000415,10000415,DFVHSF,1,YC
10000473,10000473,HL5FDCOMP,1,UC
10000473,10000473,HL5FDEARL,2,UC
10000473,10000473,HL5FDPRAH,2,AC
10000528,10000528,Q170F016,1,RG
10000528,10000528,Q170F017,1,RG
10000528,10000528,Q170F019,1,RG
10000528,10000528,Q170F078,1,RG
10000528,10000528,Q170F224-15,1,RG
10000533,10000533,1C1035,1,WS
10000533,10000533,1C1037,1,SG
10000533,10000533,2B1087,1,WS
10000533,10000533,2B1728,1,WS
10000533,10000533,2B1801,1,SG
10000533,10000533,2D2054,1,WS
10000533,10000533,2D2055,1,WS
10000533,10000533,2D2055,2,WS
10000536,10000536,AT29EHNDFT,1,UC
10000536,10000536,AT29MHNDFT,1,UC
10000536,10000536,AT39BMFDFT,1,UC
10000536,10000536,AT39BMFDPT,2,UC
10000536,10000536,AT49AMFDFT,1,WF
10000536,10000536,AT79CHNDFT,1,UC
10000536,10000536,CA29HHNDFT,1,UC
10000536,10000536,CA29HHNDPT,2,UC
10000536,10000536,CA39AHNDFT,1,UC
10000536,10000536,CA39BAFAFT,1,UC
10000536,10000536,CA39FHNDFT,1,UC
10000536,10000536,CA39GHNDFT,1,UC
10000536,10000536,CA39PHNDFT,1,UC
10000536,10000536,CA49BAMTFT,1,UC
10000536,10000536,CA49BAPMFT,1,UC
10000536,10000536,CA49DFFDFT,1,UC
10000536,10000536,CA49FDTTFT,1,UC
10000536,10000536,CA49GDFDFT,1,UC
10000536,10000536,PS29EYBAFT,1,UC
10000536,10000536,PS29EYBAPT,2,UC
10000536,10000536,PS29FDLSFT,1,UC
10000536,10000536,PS29SCFDFT,1,UC
10000536,10000536,PS39HHNDFT,1,UC
10000536,10000536,PS39PHNDFT,1,UC
10000536,10000536,PS39SHNDFT,1,UC
10000536,10000536,PS39THNDFT,1,UC
10000536,10000536,PS69PPHSFT,1,UC
10000536,10000536,PS79EEBAFT,1,UC
10000560,10000560,EF42,1,BC
10000560,10000560,EF43,1,BC
10000560,10000560,PH04,1,BC
10000571,10000571,BA-ACT,1,NP
10000571,10000571,BA-ACT-SW,1,NP
10000571,10000571,BA-BM,1,NP
10000571,10000571,BA-BM-SW,1,NP
10000571,10000571,BA-BMACC,1,NP
10000571,10000571,BA-BMACC-SW,1,NP
10000571,10000571,BA-BMENP,1,NP
10000571,10000571,BA-BMENP-SW,1,NP
10000571,10000571,BA-BMFAE,1,NP
10000571,10000571,BA-BMFAE-SW,1,NP
10000571,10000571,BA-BMHRM,1,NP
10000571,10000571,BA-BMHRM-SW,1,NP
10000571,10000571,BA-BMINT,1,NP
10000571,10000571,BA-BMINT-SW,1,NP
10000571,10000571,BA-BMLAW,1,NP
10000571,10000571,BA-BMLAW-SW,1,NP
10000571,10000571,BA-BMM,1,NP
10000571,10000571,BA-BMM-SW,1,NP
10000571,10000571,BA-BMTM,1,NP
10000571,10000571,BA-BMTM-SW,1,NP
10000571,10000571,BA-CAARACE,1,SH
10000571,10000571,BA-CAARACE-SW,1,SH
10000571,10000571,BA-CAARACW,1,NP
10000571,10000571,BA-CAARACW-SW,1,NP
10000571,10000571,BA-CAARADAN,1,NP
10000571,10000571,BA-CAARADAN-SW,1,NP
10000571,10000571,BA-CAARADRA,1,NP
10000571,10000571,BA-CAARADRA-SW,1,NP
10000571,10000571,BA-CAARAMU,1,NP
10000571,10000571,BA-CAARAMU-SW,1,NP
10000571,10000571,BA-CAARATD,1,SH
10000571,10000571,BA-CAARATD-SW,1,SH
10000571,10000571,BA-CAARAVD,1,SH
10000571,10000571,BA-CAARAVD-SW,1,SH
10000571,10000571,BA-CACEACW,1,NP
10000571,10000571,BA-CACEACW-SW,1,NP
10000571,10000571,BA-CACEADAN,1,NP
10000571,10000571,BA-CACEADAN-SW,1,NP
10000571,10000571,BA-CACEADRA,1,NP
10000571,10000571,BA-CACEADRA-SW,1,NP
10000571,10000571,BA-CACEAMU,1,NP
10000571,10000571,BA-CACEAMU-SW,1,NP
10000571,10000571,BA-CACEATD,1,SH
10000571,10000571,BA-CACEATD-SW,1,SH
10000571,10000571,BA-CACEAVD,1,SH
10000571,10000571,BA-CACEAVD-SW,1,SH
10000571,10000571,BA-CACWADAN,1,NP
10000571,10000571,BA-CACWADAN-SW,1,NP
10000571,10000571,BA-CACWADRA,1,NP
10000571,10000571,BA-CACWADRA-SW,1,NP
10000571,10000571,BA-CACWAMU,1,NP
10000571,10000571,BA-CACWAMU-SW,1,NP
10000571,10000571,BA-CACWATD,1,NP
10000571,10000571,BA-CACWATD-SW,1,NP
10000571,10000571,BA-CACWAVD,1,NP
10000571,10000571,BA-CACWAVD-SW,1,NP
10000571,10000571,BA-CADANADRA,1,NP
10000571,10000571,BA-CADANADRA-SW,1,NP
10000571,10000571,BA-CADANAMU,1,NP
10000571,10000571,BA-CADANAMU-SW,1,NP
10000571,10000571,BA-CADANATD,1,NP
10000571,10000571,BA-CADANATD-SW,1,NP
10000571,10000571,BA-CADANAVD,1,NP
10000571,10000571,BA-CADANAVD-SW,1,NP
10000571,10000571,BA-CADRAAMU,1,NP
10000571,10000571,BA-CADRAAMU-SW,1,NP
10000571,10000571,BA-CADRAATD,1,NP
10000571,10000571,BA-CADRAATD-SW,1,NP
10000571,10000571,BA-CADRAAVD,1,NP
10000571,10000571,BA-CADRAAVD-SW,1,NP
10000571,10000571,BA-CAMUATD,1,NP
10000571,10000571,BA-CAMUATD-SW,1,NP
10000571,10000571,BA-CAMUAVD,1,NP
10000571,10000571,BA-CAMUAVD-SW,1,NP
10000571,10000571,BA-CAP,1,NP
10000571,10000571,BA-CAP-FY,1,NP
10000571,10000571,BA-CAP-SW,1,NP
10000571,10000571,BA-CATDAVD,1,NP
10000571,10000571,BA-CATDAVD-SW,1,NP
10000571,10000571,BA-CM,1,NP
10000571,10000571,BA-CM-SW,1,NP
10000571,10000571,BA-COM,1,NP
10000571,10000571,BA-COM-SW,1,NP
10000571,10000571,BA-CRM,1,NP
10000571,10000571,BA-CRM-SW,1,NP
10000571,10000571,BA-CW,1,NP
10000571,10000571,BA-CW-SW,1,NP
10000571,10000571,BA-DAN,1,NP
10000571,10000571,BA-DAN-SW,1,NP
10000571,10000571,BA-DIGAN,1,SH
10000571,10000571,BA-DIGAN-FY,1,SH
10000571,10000571,BA-DIGAN-SW,1,SH
10000571,10000571,BA-DRA,1,NP
10000571,10000571,BA-DRA-SW,1,NP
10000571,10000571,BA-DRAMT,1,NP
10000571,10000571,BA-DRAMT-SW,1,NP
10000571,10000571,BA-DRAWP,1,NP
10000571,10000571,BA-DRAWP-SW,1,NP
10000571,10000571,BA-EDAAR,1,NP
10000571,10000571,BA-EDABM,1,NP
10000571,10000571,BA-EDACW,1,NP
10000571,10000571,BA-EDADAN,1,NP
10000571,10000571,BA-EDADRA,1,NP
10000571,10000571,BA-EDAEN,1,NP
10000571,10000571,BA-EDAHY,1,NP
10000571,10000571,BA-EDAMC,1,NP
10000571,10000571,BA-EDAMU,1,NP
10000571,10000571,BA-EDASR,1,NP
10000571,10000571,BA-EDATD,1,NP
10000571,10000571,BA-EDSECAAR,1,NP
10000571,10000571,BA-EDSECABI,1,NP
10000571,10000571,BA-EDSECADRA,1,NP
10000571,10000571,BA-EDSECAEN,1,NP
10000571,10000571,BA-EDSECAMU,1,NP
10000571,10000571,BA-EDSECASR,1,NP
10000571,10000571,BA-EN,1,NP
10000571,10000571,BA-EN-SW,1,NP
10000571,10000571,BA-ES,1,NP
10000571,10000571,BA-ES-SW,1,NP
10000571,10000571,BA-FD,1,CI
10000571,10000571,BA-FD-FY,1,CI
10000571,10000571,BA-FD-SW,1,CI
10000571,10000571,BA-FINEART,1,SH
10000571,10000571,BA-FINEART-FY,1,SH
10000571,10000571,BA-FINEART-SW,1,SH
10000571,10000571,BA-FPD,1,SH
10000571,10000571,BA-FPD-FY,1,SH
10000571,10000571,BA-FPD-SW,1,SH
10000571,10000571,BA-FSS,1,NP
10000571,10000571,BA-FSS-SW,1,NP
10000571,10000571,BA-FTD,1,SH
10000571,10000571,BA-FTD-FY,1,SH
10000571,10000571,BA-FTD-SW,1,SH
10000571,10000571,BA-FTV,1,NP
10000571,10000571,BA-FTV-SW,1,NP
10000571,10000571,BA-GE-HU-SW,1,NP
10000571,10000571,BA-GEHU,1,NP
10000571,10000571,BA-GRAPHCOM,1,SH
10000571,10000571,BA-GRAPHCOM-FY,1,SH
10000571,10000571,BA-GRAPHCOM-SW,1,SH
10000571,10000571,BA-HAD,1,NP
10000571,10000571,BA-HAD-FY,1,NP
10000571,10000571,BA-HAD-SW,1,NP
10000571,10000571,BA-HHP,1,NP
10000571,10000571,BA-HHP-SW,1,NP
10000571,10000571,BA-HY,1,NP
10000571,10000571,BA-HY-SW,1,NP
10000571,10000571,BA-JP,1,NP
10000571,10000571,BA-JP-SW,1,NP
10000571,10000571,BA-LEFP,1,NP
10000571,10000571,BA-LEFP-SW,1,NP
10000571,10000571,BA-MC,1,NP
10000571,10000571,BA-MC-SW,1,NP
10000571,10000571,BA-MT,1,NP
10000571,10000571,BA-MT-SW,1,NP
10000571,10000571,BA-MTGIM,1,NP
10000571,10000571,BA-MTGIM-SW,1,NP
10000571,10000571,BA-MUCM,1,NP
10000571,10000571,BA-MUCM-SW,1,NP
10000571,10000571,BA-MUJZ,1,NP
10000571,10000571,BA-MUJZ-SW,1,NP
10000571,10000571,BA-MUS,1,NP
10000571,10000571,BA-MUS-SW,1,NP
10000571,10000571,BA-MUVP,1,NP
10000571,10000571,BA-MUVP-SW,1,NP
10000571,10000571,BA-PH,1,SH
10000571,10000571,BA-PH-FY,1,SH
10000571,10000571,BA-PH-SW,1,SH
10000571,10000571,BA-RPE,1,NP
10000571,10000571,BA-RPE-SW,1,NP
10000571,10000571,BA-TDP,1,NP
10000571,10000571,BA-TDP-SW,1,NP
10000571,10000571,BAMA-CM,1,NP
10000571,10000571,BS-BI,1,NP
10000571,10000571,BS-BI-SW,1,NP
10000571,10000571,BS-BICB,1,NP
10000571,10000571,BS-BICB-SW,1,NP
10000571,10000571,BS-BIHB,1,NP
10000571,10000571,BS-BIHB-SW,1,NP
10000571,10000571,BS-CCAN,1,NP
10000571,10000571,BS-CCAN-SW,1,NP
10000571,10000571,BS-CCGM,1,NP
10000571,10000571,BS-CCGM-SW,1,NP
10000571,10000571,BS-CCWT-SW,1,NP
10000571,10000571,BS-CRI,1,NP
10000571,10000571,BS-CRI-SW,1,NP
10000571,10000571,BS-EDABI,1,NP
10000571,10000571,BS-EDAGE,1,NP
10000571,10000571,BS-EDAPS,1,NP
10000571,10000571,BS-EDASC,1,NP
10000571,10000571,BS-EV,1,NP
10000571,10000571,BS-EV-SW,1,NP
10000571,10000571,BS-FS,1,NP
10000571,10000571,BS-FS-SW,1,NP
10000571,10000571,BS-GDS,1,NP
10000571,10000571,BS-GDS-SW,1,NP
10000571,10000571,BS-GE,1,NP
10000571,10000571,BS-GE-PH-SW,1,NP
10000571,10000571,BS-GE-SW,1,NP
10000571,10000571,BS-GEPH,1,NP
10000571,10000571,BS-HN,1,NP
10000571,10000571,BS-HN-SW,1,NP
10000571,10000571,BS-PS,1,NP
10000571,10000571,BS-PS-SW,1,NP
10000571,10000571,BS-SC,1,NP
10000571,10000571,BS-SC-SW,1,NP
10000571,10000571,FD-CCPT,1,CM
10000571,10000571,MOD-BIABM,1,NP
10000571,10000571,MOD-BIABM-SW,1,NP
10000571,10000571,MOD-BIACRI,1,NP
10000571,10000571,MOD-BIACRI-SW,1,NP
10000571,10000571,MOD-BIACW,1,NP
10000571,10000571,MOD-BIACW-SW,1,NP
10000571,10000571,MOD-BIADAN,1,NP
10000571,10000571,MOD-BIADAN-SW,1,NP
10000571,10000571,MOD-BIADRA,1,NP
10000571,10000571,MOD-BIADRA-SW,1,NP
10000571,10000571,MOD-BIAED,1,NP
10000571,10000571,MOD-BIAED-SW,1,NP
10000571,10000571,MOD-BIAEN,1,NP
10000571,10000571,MOD-BIAEN-SW,1,NP
10000571,10000571,MOD-BIAFI,1,NP
10000571,10000571,MOD-BIAFI-SW,1,NP
10000571,10000571,MOD-BIAGE,1,NP
10000571,10000571,MOD-BIAGE-SW,1,NP
10000571,10000571,MOD-BIAHY,1,NP
10000571,10000571,MOD-BIAHY-SW,1,NP
10000571,10000571,MOD-BIAMC,1,NP
10000571,10000571,MOD-BIAMC-SW,1,NP
10000571,10000571,MOD-BIAMU,1,NP
10000571,10000571,MOD-BIAMU-SW,1,NP
10000571,10000571,MOD-BIAPE,1,NP
10000571,10000571,MOD-BIAPE-SW,1,NP
10000571,10000571,MOD-BIAPS,1,NP
10000571,10000571,MOD-BIAPS-SW,1,NP
10000571,10000571,MOD-BIASC,1,NP
10000571,10000571,MOD-BIASC-SW,1,NP
10000571,10000571,MOD-BIASR,1,NP
10000571,10000571,MOD-BIASR-SW,1,NP
10000571,10000571,MOD-BMACC,1,NP
10000571,10000571,MOD-BMACC-SW,1,NP
10000571,10000571,MOD-BMACRI,1,NP
10000571,10000571,MOD-BMACRI-SW,1,NP
10000571,10000571,MOD-BMACW,1,NP
10000571,10000571,MOD-BMACW-SW,1,NP
10000571,10000571,MOD-BMADAN,1,NP
10000571,10000571,MOD-BMADAN-SW,1,NP
10000571,10000571,MOD-BMADRA,1,NP
10000571,10000571,MOD-BMADRA-SW,1,NP
10000571,10000571,MOD-BMAED,1,NP
10000571,10000571,MOD-BMAED-SW,1,NP
10000571,10000571,MOD-BMAFI,1,NP
10000571,10000571,MOD-BMAFI-SW,1,NP
10000571,10000571,MOD-BMAGE,1,NP
10000571,10000571,MOD-BMAGE-SW,1,NP
10000571,10000571,MOD-BMAHY,1,NP
10000571,10000571,MOD-BMAHY-SW,1,NP
10000571,10000571,MOD-BMAMC,1,NP
10000571,10000571,MOD-BMAMC-SW,1,NP
10000571,10000571,MOD-BMAMU,1,NP
10000571,10000571,MOD-BMAMU-SW,1,NP
10000571,10000571,MOD-BMAPE,1,NP
10000571,10000571,MOD-BMAPE-SW,1,NP
10000571,10000571,MOD-BMAPS,1,NP
10000571,10000571,MOD-BMAPS-SW,1,NP
10000571,10000571,MOD-BMAPU,1,NP
10000571,10000571,MOD-BMAPU-SW,1,NP
10000571,10000571,MOD-BMASC,1,NP
10000571,10000571,MOD-BMASC-SW,1,NP
10000571,10000571,MOD-BMASR,1,NP
10000571,10000571,MOD-BMASR-SW,1,NP
10000571,10000571,MOD-CAPACC,1,NP
10000571,10000571,MOD-CAPACC-SW,1,NP
10000571,10000571,MOD-CCACW,1,NP
10000571,10000571,MOD-CCACW-SW,1,NP
10000571,10000571,MOD-CCAEN,1,NP
10000571,10000571,MOD-CCAEN-SW,1,NP
10000571,10000571,MOD-CCAFI,1,NP
10000571,10000571,MOD-CCAFI-SW,1,NP
10000571,10000571,MOD-CCAHAD,1,NP
10000571,10000571,MOD-CCAHAD-SW,1,NP
10000571,10000571,MOD-CCAHY,1,NP
10000571,10000571,MOD-CCAHY-SW,1,NP
10000571,10000571,MOD-CCAMC,1,NP
10000571,10000571,MOD-CCAMC-SW,1,NP
10000571,10000571,MOD-CCAPU,1,NP
10000571,10000571,MOD-CCAPU-SW,1,NP
10000571,10000571,MOD-CRIAGE,1,NP
10000571,10000571,MOD-CRIAGE-SW,1,NP
10000571,10000571,MOD-CRIAMC,1,NP
10000571,10000571,MOD-CRIAMC-SW,1,NP
10000571,10000571,MOD-CRIAPS,1,NP
10000571,10000571,MOD-CRIAPS-SW,1,NP
10000571,10000571,MOD-CRIAPUB,1,NP
10000571,10000571,MOD-CRIAPUB-SW,1,NP
10000571,10000571,MOD-CRIASC,1,NP
10000571,10000571,MOD-CRIASC-SW,1,NP
10000571,10000571,MOD-CWACRI,1,NP
10000571,10000571,MOD-CWACRI-SW,1,NP
10000571,10000571,MOD-CWAED,1,NP
10000571,10000571,MOD-CWAED-SW,1,NP
10000571,10000571,MOD-CWAEN,1,NP
10000571,10000571,MOD-CWAEN-SW,1,NP
10000571,10000571,MOD-CWAFI,1,NP
10000571,10000571,MOD-CWAFI-SW,1,NP
10000571,10000571,MOD-CWAGE,1,NP
